"Id","baseMean","log2foldchange.LLO.vs.Neg","BH.adjusted.p.values","LLO1_raw","LLO2_raw","LLO3_raw","Neg1_raw","Neg2_raw","Neg3_raw","LLO1_norm","LLO2_norm","LLO3_norm","Neg1_norm","Neg2_norm","Neg3_norm"
"55250","ENSG00000234880",14.2181261254941,2.51357369922623,0.0112546742331606,267,298,294,126,130,147,257.577192891027,276.056807798643,302.125367630927,137.767644041329,143.875037612751,126.563418337636
"55299","ENSG00000175544",13.9166126137288,1.98799370014563,0.0395667909754963,46,54,34,3,10,9,44.3765950299147,50.0237168494184,34.9396683654813,3.28018200098402,11.0673105855962,7.74878071454912
"55349","ENSG00000273687",13.6323082387881,1.93932286758861,0.0303955210305608,28,43,34,8,9,8,27.0118404529916,39.8337004541665,34.9396683654813,8.74715200262406,9.9605795270366,6.88780507959922
"55461","ENSG00000239122",13.3944960841088,2.11184294539884,0.0244931056141584,42,49,30,1,7,14,40.5177606794874,45.391891215213,30.8291191460129,1.09339400032801,7.74711740991736,12.0536588892986
"55463","ENSG00000207980",13.3200120087767,2.44073489257616,0.0177023979783453,385,311,468,62,94,141,371.412806228634,288.099554447577,480.934258677802,67.7904280203365,104.032719504605,121.397564527936
"55523","ENSG00000284387",13.2105547064691,1.94614278685296,0.044139942735485,81,75,114,25,18,27,78.1413955961542,69.4773845130812,117.150652754849,27.3348500082002,19.9211590540732,23.2463421436474
"55529","ENSG00000231940",13.1499017348014,2.34579935977525,0.00880292437014042,32,29,45,4,8,7,30.8706748034189,26.8645886783914,46.2436787190194,4.37357600131203,8.85384846847698,6.02682944464931
"55597","ENSG00000229407",13.0404410823258,9.4480689498735,0.0125385788169316,21,15,29,5,2,5,20.2588803397437,13.8954769026162,29.8014818411458,5.46697000164004,2.21346211711925,4.30487817474951
"55602","ENSG00000160951",13.012307847096,2.45517497606511,0.0072455010542719,427,487,434,67,135,183,411.930566908122,451.139816771607,445.99459031232,73.2573980219765,149.408692905549,157.558541195832
"55710","ENSG00000280053",12.97770417208,3.35361589444704,0.000542098981759552,232,242,153,76,76,115,223.812392324787,224.180360695542,157.228507644666,83.0979440249286,84.1115604505313,99.0121980192387
"55720","ENSG00000286733",12.9731435048604,3.37514436440962,0.00100531809450939,33,32,46,7,15,17,31.8353833910258,29.6436840589146,47.2713160238865,7.65375800229605,16.6009658783943,14.6365857941483
"55770","ENSG00000275703",12.8373376809024,2.48716654794981,0.00875325303774531,51,49,67,104,114,146,49.2001379679489,45.391891215213,68.8516994260955,113.712976034113,126.167340675797,125.702442702686
"55882","ENSG00000279691",12.6568582295024,2.40566319422686,0.0133046367215878,28,21,24,2,1,4,27.0118404529916,19.4536676636627,24.6632953168103,2.18678800065602,1.10673105855962,3.44390253979961
"56011","ENSG00000099985",12.4979747380022,2.81011390175406,0.00455303911095418,90,86,70,36,28,30,86.8237728846158,79.6674009083331,71.9346113406968,39.3621840118083,30.9884696396694,25.8292690484971
"56031","ENSG00000250410",12.4109376305828,2.14296319087483,0.0307793763673467,124,116,106,45,38,78,119.623864863248,107.458354713566,108.929554315912,49.2027300147603,42.0557802252657,67.1560995260924
"56146","ENSG00000213386",12.2614789645299,4.06488233430608,0.000937452940733794,23,26,17,2,4,1,22.1882975149574,24.0854932978681,17.4698341827407,2.18678800065602,4.42692423423849,0.860975634949902
"56163","ENSG00000280387",11.8697188109018,3.14969892402801,0.00198806273307462,47,54,56,22,12,9,45.3413036175216,50.0237168494184,57.5476890725575,24.0546680072162,13.2807727027155,7.74878071454912
"56175","ENSG00000289487",11.8287497397256,9.30873547900194,0.0149111351632466,129,133,180,13,15,20,124.447407801283,123.206561869864,184.974714876078,14.2141220042641,16.6009658783943,17.219512698998
"56320","ENSG00000230519",11.5008167560896,2.48542928676766,0.0198663913462814,137,80,61,20,37,65,132.165076502137,74.1092101472866,62.685875596893,21.8678800065602,40.949049166706,55.9634162717436
"56363","ENSG00000244945",11.4699974950365,2.50692226089825,0.0121445645833268,22,13,20,1,2,1,21.2235889273505,12.0427466489341,20.552746097342,1.09339400032801,2.21346211711925,0.860975634949902
"56860","ENSG00000259442",11.4571460576299,3.39198576308133,0.00125033284554838,7,14,16,0,2,0,6.75296011324789,12.9691117757752,16.4421968778736,0,2.21346211711925,0
"57114","ENSG00000223356",11.439953702058,2.88713150807763,0.00418319391761326,153,202,174,49,57,47,147.600413903847,187.125755621899,178.808891046875,53.5763060160724,63.0836703378985,40.4658548426454
"57195","ENSG00000286677",11.2974403502177,2.43326088958843,0.0294082530019441,91,59,79,33,36,30,87.7884814722226,54.6555424836239,81.1833470845007,36.0820020108243,39.8423181081464,25.8292690484971
"57385","ENSG00000289340",11.1015038478398,5.00680046086757,0.000947289217595715,16,19,29,4,7,5,15.4353374017095,17.6009374099806,29.8014818411458,4.37357600131203,7.74711740991736,4.30487817474951
"57450","ENSG00000284517",11.0090459798842,2.28178302177017,0.0307793763673467,22,15,19,2,6,3,21.2235889273505,13.8954769026162,19.5251087924749,2.18678800065602,6.64038635135774,2.58292690484971
"57453","ENSG00000266521",10.8129779475092,-2.17962470801158,0.0372215464255994,31,38,27,70,66,82,29.9059662158121,35.2018748199611,27.7462072314116,76.5375800229605,73.0442498649351,70.600002065892
"57495","ENSG00000287190",9.78436330852011,2.67129686288865,0.0170498252126827,38,41,31,46,66,105,36.65892632906,37.9809702004844,31.85675645088,50.2961240150884,73.0442498649351,90.4024416697397
"57849","ENSG00000281491",9.66448557100395,3.72551886619807,0.00296169873461774,71,85,64,26,18,15,68.4943097200858,78.741035781492,65.7687875114943,28.4282440085282,19.9211590540732,12.9146345242485
"58088","ENSG00000270212",9.49937435697035,8.98732800910998,0.0228577299754072,63,50,65,17,31,30,60.7766410192311,46.3182563420541,66.7964248163614,18.5876980055761,34.3086628153483,25.8292690484971
"58128","ENSG00000199347",9.22810041009672,-2.82174277926017,0.0325807662986416,363,340,341,559,689,887,350.189217301284,314.964143125968,350.42432095968,611.207246183356,762.53769934758,763.685388200563
"58351","ENSG00000187559",9.03796405441224,2.91775562970802,0.0311380095393466,9,13,29,0,2,1,8.68237728846158,12.0427466489341,29.8014818411458,0,2.21346211711925,0.860975634949902
"58432","ENSG00000261003",9.03335053493787,2.62371143020194,0.0448687735827952,26,39,55,1,2,0,25.0824232777779,36.1282399468022,56.5200517676904,1.09339400032801,2.21346211711925,0
"58515","ENSG00000286035",8.93350725510177,4.05339219954128,0.00612842820932204,230,266,293,38,80,119,221.882975149574,246.413123739728,301.09773032606,41.5489720124643,88.5384846847698,102.456100559038
"58680","ENSG00000287979",8.87466787536102,4.63815595695485,0.00467286377412642,54,63,81,3,9,7,52.0942637307695,58.3610029909882,83.2386216942349,3.28018200098402,9.9605795270366,6.02682944464931
"58974","ENSG00000254574",8.81649742370402,2.76129370806888,0.0337196071664151,26,14,19,0,3,8,25.0824232777779,12.9691117757752,19.5251087924749,0,3.32019317567887,6.88780507959922
"59026","ENSG00000261616",8.66181847110231,3.15354059874436,0.0239329096966227,33,16,24,0,2,5,31.8353833910258,14.8218420294573,24.6632953168103,0,2.21346211711925,4.30487817474951
"59238","ENSG00000264017",8.36469430703729,2.79034092690525,0.0435598312406259,42,50,75,0,5,5,40.5177606794874,46.3182563420541,77.0727978650323,0,5.53365529279811,4.30487817474951
"59374","ENSG00000240270",8.11926301864111,3.08474925671896,0.0241967460610992,65,50,77,3,4,25,62.7060581944447,46.3182563420541,79.1280724747665,3.28018200098402,4.42692423423849,21.5243908737476
"59475","ENSG00000071677",7.98645515295604,8.7407281632412,0.0277494320038682,20,13,19,2,2,4,19.2941717521368,12.0427466489341,19.5251087924749,2.18678800065602,2.21346211711925,3.44390253979961
"59520","ENSG00000255847",7.76868772750133,3.8477342449398,0.00967384985290711,55,72,62,24,27,24,53.0589723183763,66.6982891325579,63.7135129017601,26.2414560078722,29.8817385811098,20.6634152387977
"59783","ENSG00000182896",7.73928912491134,3.00751283123569,0.0395667909754963,32,49,34,2,8,11,30.8706748034189,45.391891215213,34.9396683654813,2.18678800065602,8.85384846847698,9.47073198444892
"59975","ENSG00000196361",7.66345606769051,3.36139178323454,0.0153690407808279,125,98,118,35,52,74,120.588573450855,90.7837824304261,121.261201974318,38.2687900114803,57.5500150451004,63.7121969862928
"60025","ENSG00000039987",7.54517429238124,3.76296038196795,0.0147846885798687,35,49,40,83,83,103,33.7648005662395,45.391891215213,41.1054921946839,90.7517020272246,91.8586778604487,88.6804903998399
"60129","ENSG00000233018",7.37484165377656,4.39683806788847,0.0110571681309531,50,60,66,143,128,157,48.2354293803421,55.5819076104649,67.8240621212285,156.355342046905,141.661575495632,135.173174687135
"60240","ENSG00000236710",7.23585260129041,3.72952341427145,0.0169962226462729,9,18,25,1,1,0,8.68237728846158,16.6745722831395,25.6909326216774,1.09339400032801,1.10673105855962,0
"60486","ENSG00000225724",6.96525242983696,3.6782767660067,0.0182762852837178,139,139,141,30,59,77,134.094493677351,128.76475263091,144.896859986261,32.8018200098402,65.2971324550177,66.2951238911425
"60616","ENSG00000144834",6.9207266442478,3.19579344039442,0.0317111466342012,10,20,6,29,41,44,9.64708587606842,18.5273025368216,6.16582382920259,31.7084260095122,45.3759734009445,37.8829279377957
"60679","ENSG00000106384",6.78824894106754,3.67140509229186,0.0305121191627409,12,15,10,37,36,65,11.5765030512821,13.8954769026162,10.276373048671,40.4555780121363,39.8423181081464,55.9634162717436
"60765","ENSG00000279019",6.68220679864014,5.3085484110563,0.0335636429155778,47,39,62,6,15,8,45.3413036175216,36.1282399468022,63.7135129017601,6.56036400196805,16.6009658783943,6.88780507959922
"60855","ENSG00000275894",6.55404733966277,3.61658997843578,0.0281303106748697,149,138,124,257,244,308,143.741579553419,127.838387504069,127.42702580352,281.002258084298,270.042378288548,265.18049556457
"60937","ENSG00000258591",6.51799814348611,-3.17208621645427,0.0329870133226672,97,115,118,31,38,49,93.5767329978637,106.531989586724,121.261201974318,33.8952140101682,42.0557802252657,42.1878061125452
"61052","ENSG00000283439",6.39628848066931,4.1340021720623,0.0252812391414594,103,82,93,166,164,235,99.3649845235047,75.9619404009687,95.5702693526401,181.503404054449,181.503893603778,202.329274213227
"61105","ENSG00000261610",6.212383030179,3.49460704389528,0.0325807662986416,33,30,29,94,77,94,31.8353833910258,27.7909538052325,29.8014818411458,102.779036030833,85.2182915090909,80.9317096852908
"61184","ENSG00000196900",6.11751041935893,5.1308577733192,0.0334527230826105,20,19,27,0,1,1,19.2941717521368,17.6009374099806,27.7462072314116,0,1.10673105855962,0.860975634949902
"61331","ENSG00000272181",6.08300142361303,5.11539033056966,0.0325807662986416,16,30,27,0,0,0,15.4353374017095,27.7909538052325,27.7462072314116,0,0,0
"61422","ENSG00000230047",5.9222868500185,5.07713450855866,0.0365658035085398,181,225,175,78,61,69,174.612254356838,208.432153539244,179.836528351742,85.2847320255846,67.510594572137,59.4073188115432
